relative_time,AccX
0,3.7461099243164067
45,3.520079956054688
112,3.3654515075683595
178,3.6312986755371095
245,3.617527313232422
312,4.005819854736329
378,5.239105224609375
445,5.519771575927734
512,6.524182891845704
579,5.917494506835938
645,4.817581787109376
712,2.53632568359375
779,-0.7423063659667969
845,-2.023492126464844
912,-9.123677215576173
978,-10.567574615478517
1045,-10.133477325439454
1112,-4.69184326171875
1178,1.8519488525390626
1245,9.900411987304688
1312,17.952168273925782
1378,16.073724517822267
1445,11.681707763671875
1512,14.048585815429687
1579,12.311897277832031
1645,14.076577606201173
1712,20.445084228515626
1778,27.18197479248047
1845,29.46682342529297
1912,24.403153381347657
1979,7.939340057373047
2045,-9.51915481567383
2112,-10.434651031494141
2178,3.226989440917969
2245,10.99119369506836
2312,3.9577697753906254
2378,2.9997619628906254
2445,16.677568817138674
2512,24.599245605468752
2579,32.055390472412114
2645,24.69833953857422
2712,15.46988021850586
2778,9.490564270019531
2845,11.639794921875001
2912,10.800939331054687
2979,10.559341735839844
3045,13.674962768554689
3112,15.002102966308595
3179,15.725548553466798
3245,8.066725158691407
3312,3.399879913330078
3379,-0.2137554931640625
3445,-1.5117063903808594
3512,-3.137625274658203
3578,-1.2834310913085938
3645,-0.4221221923828125
3712,0.2812651062011719
3778,0.6045927429199219
3845,0.27422973632812503
3912,0.20881576538085939
3978,0.4543052673339844
4045,0.9380992126464844
