2023/07/12 21:38:07,Not Detected
2023/07/12 21:38:08,Not Detected
2023/07/12 21:38:09,Not Detected
2023/07/12 21:38:10,Not Detected
2023/07/12 21:38:11,Not Detected
2023/07/12 21:38:12,Not Detected
2023/07/12 21:38:13,Not Detected
2023/07/12 21:38:14,Not Detected
2023/07/12 21:38:15,Not Detected
2023/07/12 21:38:16,Not Detected
2023/07/12 21:38:17,Not Detected
2023/07/12 21:38:18,Not Detected
2023/07/12 21:38:19,Not Detected
2023/07/12 21:38:20,Not Detected
2023/07/12 21:38:21,Not Detected
2023/07/12 21:38:22,Not Detected
2023/07/12 21:38:23,Not Detected
2023/07/12 21:38:24,Not Detected
2023/07/12 21:38:25,Detected
2023/07/12 21:38:26,Not Detected
2023/07/12 21:38:27,Not Detected
2023/07/12 21:38:28,Not Detected
2023/07/12 21:38:29,Not Detected
2023/07/12 21:38:30,Not Detected
2023/07/12 21:38:31,Not Detected
2023/07/12 21:38:32,Not Detected
2023/07/12 21:38:33,Not Detected
2023/07/12 21:38:34,Not Detected
2023/07/12 21:38:35,Not Detected
2023/07/12 21:38:36,Not Detected
2023/07/12 21:38:37,Not Detected
2023/07/12 21:38:38,Detected
2023/07/12 21:38:39,Not Detected
2023/07/12 21:38:40,Not Detected
2023/07/12 21:38:41,Not Detected
2023/07/12 21:38:42,Detected
2023/07/12 21:38:43,Not Detected
2023/07/12 21:38:44,Not Detected
2023/07/12 21:38:45,Detected
2023/07/12 21:38:46,Detected
2023/07/12 21:38:47,Not Detected
2023/07/12 21:38:48,Not Detected
2023/07/12 21:38:49,Detected
2023/07/12 21:38:50,Detected
2023/07/12 21:38:51,Not Detected
2023/07/12 21:38:52,Not Detected
2023/07/12 21:38:53,Detected
2023/07/12 21:38:54,Detected
2023/07/12 21:38:55,Not Detected
2023/07/12 21:38:56,Not Detected
2023/07/12 21:38:57,Detected
2023/07/12 21:38:58,Not Detected
2023/07/12 21:38:59,Not Detected
2023/07/12 21:39:00,Not Detected
2023/07/12 21:39:01,Not Detected
2023/07/12 21:39:02,Not Detected
2023/07/12 21:39:03,Not Detected
2023/07/12 21:39:04,Not Detected
2023/07/12 21:39:05,Not Detected
2023/07/12 21:39:06,Not Detected
2023/07/12 21:39:07,Not Detected
2023/07/12 21:39:08,Not Detected
2023/07/12 21:39:09,Not Detected
2023/07/12 21:39:10,Not Detected
2023/07/12 21:39:11,Not Detected
2023/07/12 21:39:12,Not Detected
2023/07/12 21:39:13,Not Detected
2023/07/12 21:39:14,Not Detected
2023/07/12 21:39:15,Not Detected
2023/07/12 21:39:16,Not Detected
2023/07/12 21:39:17,Not Detected
2023/07/12 21:39:18,Not Detected
2023/07/12 21:39:19,Not Detected
2023/07/12 21:39:20,Not Detected
2023/07/12 21:39:21,Not Detected
2023/07/12 21:39:22,Not Detected
2023/07/12 21:39:23,Not Detected
2023/07/12 21:39:24,Not Detected
2023/07/12 21:39:25,Detected
2023/07/12 21:39:26,Not Detected
2023/07/12 21:39:27,Not Detected
2023/07/12 21:39:28,Not Detected
2023/07/12 21:39:29,Not Detected
2023/07/12 21:39:30,Not Detected
2023/07/12 21:39:31,Not Detected
2023/07/12 21:39:32,Not Detected
2023/07/12 21:39:33,Not Detected
2023/07/12 21:39:34,Not Detected
2023/07/12 21:39:35,Not Detected
2023/07/12 21:39:36,Not Detected
2023/07/12 21:39:37,Not Detected
2023/07/12 21:39:38,Not Detected
2023/07/12 21:39:39,Not Detected
2023/07/12 21:39:40,Not Detected
2023/07/12 21:39:41,Not Detected
2023/07/12 21:39:42,Not Detected
2023/07/12 21:39:43,Not Detected
2023/07/12 21:39:44,Not Detected
2023/07/12 21:39:45,Not Detected
2023/07/12 21:39:46,Not Detected
2023/07/12 21:39:47,Not Detected
2023/07/12 21:39:48,Not Detected
